document_id,dominant_topic,dominant_probability,topic_distribution,token_count
paper783,0,0.999622,"{""0"": 0.999622, ""1"": 0.000246, ""2"": 8.4e-05, ""3"": 4.8e-05}",322
paper784,0,0.974971,"{""0"": 0.974971, ""1"": 0.024897, ""2"": 8.4e-05, ""3"": 4.8e-05}",305
paper785,0,0.999564,"{""0"": 0.999564, ""1"": 0.000284, ""2"": 9.6e-05, ""3"": 5.5e-05}",297
paper786,0,0.712514,"{""0"": 0.712514, ""1"": 0.287394, ""2"": 5.9e-05, ""3"": 3.4e-05}",422
paper787,0,0.864846,"{""0"": 0.864846, ""1"": 0.103129, ""2"": 0.031976, ""3"": 5e-05}",292
paper788,0,0.931686,"{""0"": 0.931686, ""1"": 0.041755, ""2"": 0.026512, ""3"": 4.8e-05}",297
paper789,0,0.980367,"{""0"": 0.980367, ""1"": 0.019532, ""2"": 6.4e-05, ""3"": 3.7e-05}",388
paper79,0,0.999707,"{""0"": 0.999707, ""1"": 0.000191, ""2"": 6.5e-05, ""3"": 3.7e-05}",404
paper790,0,0.957106,"{""0"": 0.957106, ""1"": 0.000289, ""2"": 9.8e-05, ""3"": 0.042507}",271
paper791,0,0.971811,"{""0"": 0.971811, ""1"": 0.028078, ""2"": 7e-05, ""3"": 4e-05}",346
paper792,0,0.894256,"{""0"": 0.894256, ""1"": 0.039472, ""2"": 6.7e-05, ""3"": 0.066205}",412
paper793,0,0.811797,"{""0"": 0.811797, ""1"": 0.188123, ""2"": 5.1e-05, ""3"": 2.9e-05}",474
paper794,0,0.99505,"{""0"": 0.99505, ""1"": 0.000161, ""2"": 5.5e-05, ""3"": 0.004735}",470
paper795,0,0.99909,"{""0"": 0.99909, ""1"": 0.000593, ""2"": 0.000202, ""3"": 0.000116}",136
paper796,0,0.904766,"{""0"": 0.904766, ""1"": 0.038682, ""2"": 0.056503, ""3"": 5e-05}",304
paper797,0,0.911413,"{""0"": 0.911413, ""1"": 0.088505, ""2"": 5.2e-05, ""3"": 3e-05}",490
paper798,0,0.999763,"{""0"": 0.999763, ""1"": 0.000154, ""2"": 5.3e-05, ""3"": 3e-05}",512
paper799,0,0.999615,"{""0"": 0.999615, ""1"": 0.000251, ""2"": 8.5e-05, ""3"": 4.9e-05}",320
paper8,0,0.999905,"{""0"": 0.999905, ""1"": 6.2e-05, ""2"": 2.1e-05, ""3"": 1.2e-05}",1179
paper80,0,0.999663,"{""0"": 0.999663, ""1"": 0.00022, ""2"": 7.5e-05, ""3"": 4.3e-05}",362
paper800,0,0.999629,"{""0"": 0.999629, ""1"": 0.000241, ""2"": 8.2e-05, ""3"": 4.7e-05}",342
paper801,0,0.999373,"{""0"": 0.999373, ""1"": 0.000408, ""2"": 0.000139, ""3"": 8e-05}",203
paper802,0,0.999594,"{""0"": 0.999594, ""1"": 0.000265, ""2"": 9e-05, ""3"": 5.2e-05}",268
paper803,0,0.999702,"{""0"": 0.999702, ""1"": 0.000194, ""2"": 6.6e-05, ""3"": 3.8e-05}",386
paper804,0,0.978336,"{""0"": 0.978336, ""1"": 0.02153, ""2"": 8.5e-05, ""3"": 4.9e-05}",316
paper805,0,0.999709,"{""0"": 0.999709, ""1"": 0.000189, ""2"": 6.4e-05, ""3"": 3.7e-05}",404
paper806,0,0.986462,"{""0"": 0.986462, ""1"": 0.000254, ""2"": 0.013234, ""3"": 5e-05}",319
paper807,0,0.999741,"{""0"": 0.999741, ""1"": 0.000169, ""2"": 5.7e-05, ""3"": 3.3e-05}",460
paper808,0,0.999832,"{""0"": 0.999832, ""1"": 0.000109, ""2"": 3.7e-05, ""3"": 2.1e-05}",680
paper809,0,0.999696,"{""0"": 0.999696, ""1"": 0.000198, ""2"": 6.7e-05, ""3"": 3.9e-05}",409
paper81,0,0.999483,"{""0"": 0.999483, ""1"": 0.000337, ""2"": 0.000115, ""3"": 6.6e-05}",248
paper810,0,0.999666,"{""0"": 0.999666, ""1"": 0.000217, ""2"": 7.4e-05, ""3"": 4.2e-05}",371
paper811,0,0.99791,"{""0"": 0.99791, ""1"": 0.001361, ""2"": 0.000463, ""3"": 0.000266}",227
paper812,0,0.959954,"{""0"": 0.959954, ""1"": 0.039906, ""2"": 8.9e-05, ""3"": 5.1e-05}",325
paper813,0,0.86649,"{""0"": 0.86649, ""1"": 0.133413, ""2"": 6.2e-05, ""3"": 3.6e-05}",414
paper814,0,0.966053,"{""0"": 0.966053, ""1"": 0.033827, ""2"": 7.6e-05, ""3"": 4.4e-05}",368
paper815,0,0.851349,"{""0"": 0.851349, ""1"": 0.14862, ""2"": 1.9e-05, ""3"": 1.1e-05}",1487
paper816,0,0.999686,"{""0"": 0.999686, ""1"": 0.000204, ""2"": 7e-05, ""3"": 4e-05}",351
paper817,0,0.999381,"{""0"": 0.999381, ""1"": 0.000403, ""2"": 0.000137, ""3"": 7.9e-05}",191
paper818,0,0.999444,"{""0"": 0.999444, ""1"": 0.000362, ""2"": 0.000123, ""3"": 7.1e-05}",218
paper819,0,0.999572,"{""0"": 0.999572, ""1"": 0.000279, ""2"": 9.5e-05, ""3"": 5.4e-05}",276
paper82,0,0.999583,"{""0"": 0.999583, ""1"": 0.000271, ""2"": 9.2e-05, ""3"": 5.3e-05}",308
paper820,0,0.999491,"{""0"": 0.999491, ""1"": 0.000331, ""2"": 0.000113, ""3"": 6.5e-05}",223
paper821,0,0.999688,"{""0"": 0.999688, ""1"": 0.000203, ""2"": 6.9e-05, ""3"": 4e-05}",390
paper822,0,0.999546,"{""0"": 0.999546, ""1"": 0.000296, ""2"": 0.000101, ""3"": 5.8e-05}",262
paper823,0,0.99524,"{""0"": 0.99524, ""1"": 0.000232, ""2"": 0.004484, ""3"": 4.5e-05}",330
paper824,0,0.999581,"{""0"": 0.999581, ""1"": 0.000273, ""2"": 9.3e-05, ""3"": 5.3e-05}",316
paper825,0,0.99957,"{""0"": 0.99957, ""1"": 0.00028, ""2"": 9.5e-05, ""3"": 5.5e-05}",257
paper826,0,0.999681,"{""0"": 0.999681, ""1"": 0.000208, ""2"": 7.1e-05, ""3"": 4.1e-05}",344
paper827,0,0.999364,"{""0"": 0.999364, ""1"": 0.000414, ""2"": 0.000141, ""3"": 8.1e-05}",182
paper828,0,0.999613,"{""0"": 0.999613, ""1"": 0.000252, ""2"": 8.6e-05, ""3"": 4.9e-05}",282
paper829,0,0.999411,"{""0"": 0.999411, ""1"": 0.000384, ""2"": 0.00013, ""3"": 7.5e-05}",207
paper83,0,0.938176,"{""0"": 0.938176, ""1"": 0.061699, ""2"": 7.9e-05, ""3"": 4.6e-05}",347
paper830,0,0.999566,"{""0"": 0.999566, ""1"": 0.000282, ""2"": 9.6e-05, ""3"": 5.5e-05}",275
paper831,0,0.999466,"{""0"": 0.999466, ""1"": 0.000348, ""2"": 0.000118, ""3"": 6.8e-05}",214
paper832,0,0.958785,"{""0"": 0.958785, ""1"": 0.041094, ""2"": 7.7e-05, ""3"": 4.4e-05}",323
paper833,0,0.940168,"{""0"": 0.940168, ""1"": 0.059694, ""2"": 8.8e-05, ""3"": 5e-05}",297
paper834,0,0.999662,"{""0"": 0.999662, ""1"": 0.00022, ""2"": 7.5e-05, ""3"": 4.3e-05}",333
paper835,0,0.948011,"{""0"": 0.948011, ""1"": 0.051855, ""2"": 8.5e-05, ""3"": 4.9e-05}",320
paper836,0,0.99956,"{""0"": 0.99956, ""1"": 0.000286, ""2"": 9.7e-05, ""3"": 5.6e-05}",248
paper837,0,0.999604,"{""0"": 0.999604, ""1"": 0.000258, ""2"": 8.8e-05, ""3"": 5e-05}",289
paper838,0,0.981216,"{""0"": 0.981216, ""1"": 0.018681, ""2"": 6.6e-05, ""3"": 3.8e-05}",370
paper839,0,0.999647,"{""0"": 0.999647, ""1"": 0.00023, ""2"": 7.8e-05, ""3"": 4.5e-05}",345
paper84,0,0.999675,"{""0"": 0.999675, ""1"": 0.000211, ""2"": 7.2e-05, ""3"": 4.1e-05}",369
paper840,0,0.999657,"{""0"": 0.999657, ""1"": 0.000223, ""2"": 7.6e-05, ""3"": 4.4e-05}",340
paper841,0,0.999724,"{""0"": 0.999724, ""1"": 0.00018, ""2"": 6.1e-05, ""3"": 3.5e-05}",401
paper842,0,0.999693,"{""0"": 0.999693, ""1"": 0.0002, ""2"": 6.8e-05, ""3"": 3.9e-05}",388
paper843,0,0.999782,"{""0"": 0.999782, ""1"": 0.000142, ""2"": 4.8e-05, ""3"": 2.8e-05}",516
paper844,0,0.999564,"{""0"": 0.999564, ""1"": 0.000284, ""2"": 9.6e-05, ""3"": 5.5e-05}",286
paper845,0,0.979241,"{""0"": 0.979241, ""1"": 0.020664, ""2"": 6e-05, ""3"": 3.4e-05}",457
paper846,0,0.999694,"{""0"": 0.999694, ""1"": 0.000199, ""2"": 6.8e-05, ""3"": 3.9e-05}",360
paper847,0,0.999673,"{""0"": 0.999673, ""1"": 0.000213, ""2"": 7.2e-05, ""3"": 4.2e-05}",363
paper848,0,0.999619,"{""0"": 0.999619, ""1"": 0.000248, ""2"": 8.4e-05, ""3"": 4.8e-05}",296
paper849,0,0.999488,"{""0"": 0.999488, ""1"": 0.000333, ""2"": 0.000113, ""3"": 6.5e-05}",251
paper85,0,0.972207,"{""0"": 0.972207, ""1"": 0.027597, ""2"": 0.000125, ""3"": 7.2e-05}",217
paper850,0,0.999556,"{""0"": 0.999556, ""1"": 0.000289, ""2"": 9.8e-05, ""3"": 5.6e-05}",254
paper851,0,0.941776,"{""0"": 0.941776, ""1"": 0.058136, ""2"": 5.6e-05, ""3"": 3.2e-05}",464
paper852,0,0.876027,"{""0"": 0.876027, ""1"": 0.123794, ""2"": 0.000113, ""3"": 6.5e-05}",230
paper853,0,0.999502,"{""0"": 0.999502, ""1"": 0.000324, ""2"": 0.00011, ""3"": 6.3e-05}",208
paper854,0,0.915116,"{""0"": 0.915116, ""1"": 0.084805, ""2"": 5e-05, ""3"": 2.9e-05}",498
paper855,0,0.936195,"{""0"": 0.936195, ""1"": 0.063707, ""2"": 6.2e-05, ""3"": 3.6e-05}",423
paper856,0,0.972434,"{""0"": 0.972434, ""1"": 0.027448, ""2"": 7.5e-05, ""3"": 4.3e-05}",339
paper857,0,0.991162,"{""0"": 0.991162, ""1"": 0.000161, ""2"": 0.008645, ""3"": 3.1e-05}",475
paper858,0,0.908253,"{""0"": 0.908253, ""1"": 0.068698, ""2"": 0.023009, ""3"": 4e-05}",365
paper859,0,0.958444,"{""0"": 0.958444, ""1"": 0.041404, ""2"": 9.6e-05, ""3"": 5.5e-05}",260
paper86,0,0.999425,"{""0"": 0.999425, ""1"": 0.000375, ""2"": 0.000127, ""3"": 7.3e-05}",207
paper860,0,0.999735,"{""0"": 0.999735, ""1"": 0.000173, ""2"": 5.9e-05, ""3"": 3.4e-05}",431
paper861,0,0.923398,"{""0"": 0.923398, ""1"": 0.076416, ""2"": 0.000118, ""3"": 6.8e-05}",227
paper862,0,0.848995,"{""0"": 0.848995, ""1"": 0.1509, ""2"": 6.7e-05, ""3"": 3.8e-05}",377
paper863,0,0.878401,"{""0"": 0.878401, ""1"": 0.121492, ""2"": 6.8e-05, ""3"": 3.9e-05}",370
paper864,0,0.977738,"{""0"": 0.977738, ""1"": 0.000272, ""2"": 9.2e-05, ""3"": 0.021899}",289
paper865,0,0.89923,"{""0"": 0.89923, ""1"": 0.065547, ""2"": 6.4e-05, ""3"": 0.035159}",401
paper866,0,0.776183,"{""0"": 0.776183, ""1"": 0.223721, ""2"": 6.1e-05, ""3"": 3.5e-05}",391
paper867,0,0.944605,"{""0"": 0.944605, ""1"": 0.000275, ""2"": 9.4e-05, ""3"": 0.055026}",280
paper868,0,0.93972,"{""0"": 0.93972, ""1"": 0.060156, ""2"": 7.9e-05, ""3"": 4.5e-05}",322
paper869,0,0.85989,"{""0"": 0.85989, ""1"": 0.072442, ""2"": 8.7e-05, ""3"": 0.067581}",302
paper87,0,0.999404,"{""0"": 0.999404, ""1"": 0.000388, ""2"": 0.000132, ""3"": 7.6e-05}",255
paper870,0,0.97768,"{""0"": 0.97768, ""1"": 0.000164, ""2"": 5.6e-05, ""3"": 0.0221}",464
paper871,0,0.999489,"{""0"": 0.999489, ""1"": 0.000333, ""2"": 0.000113, ""3"": 6.5e-05}",256
paper872,0,0.838822,"{""0"": 0.838822, ""1"": 0.161088, ""2"": 5.7e-05, ""3"": 3.3e-05}",419
paper873,0,0.999683,"{""0"": 0.999683, ""1"": 0.000207, ""2"": 7e-05, ""3"": 4e-05}",337
paper874,0,0.999595,"{""0"": 0.999595, ""1"": 0.000264, ""2"": 9e-05, ""3"": 5.2e-05}",275
paper875,0,0.999619,"{""0"": 0.999619, ""1"": 0.000248, ""2"": 8.4e-05, ""3"": 4.8e-05}",307
paper876,0,0.999546,"{""0"": 0.999546, ""1"": 0.000296, ""2"": 0.000101, ""3"": 5.8e-05}",254
paper877,0,0.999743,"{""0"": 0.999743, ""1"": 0.000168, ""2"": 5.7e-05, ""3"": 3.3e-05}",451
paper878,0,0.80137,"{""0"": 0.80137, ""1"": 0.198552, ""2"": 5e-05, ""3"": 2.9e-05}",500
paper879,0,0.999804,"{""0"": 0.999804, ""1"": 0.000128, ""2"": 4.3e-05, ""3"": 2.5e-05}",597
paper88,0,0.989687,"{""0"": 0.989687, ""1"": 0.010237, ""2"": 4.9e-05, ""3"": 2.8e-05}",480
paper880,0,0.999751,"{""0"": 0.999751, ""1"": 0.000162, ""2"": 5.5e-05, ""3"": 3.2e-05}",438
paper881,0,0.999421,"{""0"": 0.999421, ""1"": 0.000377, ""2"": 0.000128, ""3"": 7.4e-05}",210
paper882,0,0.999635,"{""0"": 0.999635, ""1"": 0.000238, ""2"": 8.1e-05, ""3"": 4.6e-05}",299
paper883,0,0.999568,"{""0"": 0.999568, ""1"": 0.000281, ""2"": 9.6e-05, ""3"": 5.5e-05}",287
paper884,0,0.999504,"{""0"": 0.999504, ""1"": 0.000323, ""2"": 0.00011, ""3"": 6.3e-05}",241
paper885,0,0.999662,"{""0"": 0.999662, ""1"": 0.00022, ""2"": 7.5e-05, ""3"": 4.3e-05}",333
paper886,0,0.999714,"{""0"": 0.999714, ""1"": 0.000186, ""2"": 6.3e-05, ""3"": 3.6e-05}",414
paper887,0,0.999421,"{""0"": 0.999421, ""1"": 0.000377, ""2"": 0.000128, ""3"": 7.4e-05}",210
paper888,0,0.935417,"{""0"": 0.935417, ""1"": 0.000235, ""2"": 8e-05, ""3"": 0.064268}",327
paper889,0,0.999602,"{""0"": 0.999602, ""1"": 0.000259, ""2"": 8.8e-05, ""3"": 5.1e-05}",285
paper89,0,0.896594,"{""0"": 0.896594, ""1"": 0.021312, ""2"": 5.5e-05, ""3"": 0.082039}",487
paper890,0,0.9997,"{""0"": 0.9997, ""1"": 0.000195, ""2"": 6.6e-05, ""3"": 3.8e-05}",385
paper891,0,0.999663,"{""0"": 0.999663, ""1"": 0.000219, ""2"": 7.5e-05, ""3"": 4.3e-05}",340
paper892,0,0.999738,"{""0"": 0.999738, ""1"": 0.000171, ""2"": 5.8e-05, ""3"": 3.3e-05}",451
paper893,0,0.999754,"{""0"": 0.999754, ""1"": 0.00016, ""2"": 5.5e-05, ""3"": 3.1e-05}",490
paper894,0,0.999502,"{""0"": 0.999502, ""1"": 0.000324, ""2"": 0.00011, ""3"": 6.3e-05}",229
paper895,0,0.999619,"{""0"": 0.999619, ""1"": 0.000248, ""2"": 8.4e-05, ""3"": 4.8e-05}",301
paper896,0,0.999295,"{""0"": 0.999295, ""1"": 0.000459, ""2"": 0.000156, ""3"": 9e-05}",159
paper897,0,0.999578,"{""0"": 0.999578, ""1"": 0.000275, ""2"": 9.4e-05, ""3"": 5.4e-05}",295
paper898,0,0.999629,"{""0"": 0.999629, ""1"": 0.000241, ""2"": 8.2e-05, ""3"": 4.7e-05}",326
paper899,0,0.828714,"{""0"": 0.828714, ""1"": 0.033952, ""2"": 0.137279, ""3"": 5.5e-05}",257
paper9,0,0.999656,"{""0"": 0.999656, ""1"": 0.000224, ""2"": 7.6e-05, ""3"": 4.4e-05}",323
paper90,0,0.835349,"{""0"": 0.835349, ""1"": 0.083374, ""2"": 0.081229, ""3"": 4.8e-05}",323
paper900,0,0.999725,"{""0"": 0.999725, ""1"": 0.000179, ""2"": 6.1e-05, ""3"": 3.5e-05}",426
paper901,0,0.999656,"{""0"": 0.999656, ""1"": 0.000224, ""2"": 7.6e-05, ""3"": 4.4e-05}",335
paper902,0,0.999531,"{""0"": 0.999531, ""1"": 0.000306, ""2"": 0.000104, ""3"": 6e-05}",236
paper903,0,0.999638,"{""0"": 0.999638, ""1"": 0.000236, ""2"": 8e-05, ""3"": 4.6e-05}",324
paper904,0,0.976095,"{""0"": 0.976095, ""1"": 0.023835, ""2"": 4.5e-05, ""3"": 2.6e-05}",529
paper905,0,0.910365,"{""0"": 0.910365, ""1"": 0.089444, ""2"": 0.000121, ""3"": 6.9e-05}",216
paper906,0,0.999619,"{""0"": 0.999619, ""1"": 0.000248, ""2"": 8.4e-05, ""3"": 4.8e-05}",283
paper907,0,0.999679,"{""0"": 0.999679, ""1"": 0.000209, ""2"": 7.1e-05, ""3"": 4.1e-05}",363
paper908,0,0.917234,"{""0"": 0.917234, ""1"": 0.082607, ""2"": 0.000101, ""3"": 5.8e-05}",252
paper909,0,0.999544,"{""0"": 0.999544, ""1"": 0.000297, ""2"": 0.000101, ""3"": 5.8e-05}",246
paper91,0,0.927392,"{""0"": 0.927392, ""1"": 0.072526, ""2"": 5.2e-05, ""3"": 3e-05}",506
paper910,0,0.999663,"{""0"": 0.999663, ""1"": 0.000219, ""2"": 7.5e-05, ""3"": 4.3e-05}",337
paper911,0,0.99989,"{""0"": 0.99989, ""1"": 7.2e-05, ""2"": 2.4e-05, ""3"": 1.4e-05}",1621
paper912,0,0.999421,"{""0"": 0.999421, ""1"": 0.000377, ""2"": 0.000128, ""3"": 7.4e-05}",186
paper913,0,0.96239,"{""0"": 0.96239, ""1"": 0.037491, ""2"": 7.5e-05, ""3"": 4.3e-05}",343
paper914,0,0.999656,"{""0"": 0.999656, ""1"": 0.000224, ""2"": 7.6e-05, ""3"": 4.4e-05}",359
paper915,0,0.999698,"{""0"": 0.999698, ""1"": 0.000197, ""2"": 6.7e-05, ""3"": 3.8e-05}",370
paper916,0,0.999425,"{""0"": 0.999425, ""1"": 0.000375, ""2"": 0.000127, ""3"": 7.3e-05}",216
paper917,0,0.999773,"{""0"": 0.999773, ""1"": 0.000148, ""2"": 5e-05, ""3"": 2.9e-05}",504
paper918,0,0.947822,"{""0"": 0.947822, ""1"": 0.052094, ""2"": 5.3e-05, ""3"": 3.1e-05}",457
paper919,0,0.999701,"{""0"": 0.999701, ""1"": 0.000194, ""2"": 6.6e-05, ""3"": 3.8e-05}",375
paper92,0,0.889004,"{""0"": 0.889004, ""1"": 0.000262, ""2"": 0.110682, ""3"": 5.1e-05}",313
paper920,0,0.999648,"{""0"": 0.999648, ""1"": 0.000229, ""2"": 7.8e-05, ""3"": 4.5e-05}",319
paper921,0,0.999789,"{""0"": 0.999789, ""1"": 0.000138, ""2"": 4.7e-05, ""3"": 2.7e-05}",508
paper922,0,0.999552,"{""0"": 0.999552, ""1"": 0.000292, ""2"": 9.9e-05, ""3"": 5.7e-05}",279
paper923,0,0.999812,"{""0"": 0.999812, ""1"": 0.000122, ""2"": 4.2e-05, ""3"": 2.4e-05}",608
paper924,0,0.995062,"{""0"": 0.995062, ""1"": 0.000276, ""2"": 9.4e-05, ""3"": 0.004568}",267
paper925,0,0.999666,"{""0"": 0.999666, ""1"": 0.000217, ""2"": 7.4e-05, ""3"": 4.2e-05}",350
paper926,0,0.999759,"{""0"": 0.999759, ""1"": 0.000157, ""2"": 5.3e-05, ""3"": 3.1e-05}",486
paper927,0,0.999666,"{""0"": 0.999666, ""1"": 0.000217, ""2"": 7.4e-05, ""3"": 4.2e-05}",339
paper928,0,0.999632,"{""0"": 0.999632, ""1"": 0.000239, ""2"": 8.1e-05, ""3"": 4.7e-05}",328
paper929,0,0.930868,"{""0"": 0.930868, ""1"": 0.000215, ""2"": 0.068875, ""3"": 4.2e-05}",356
paper93,0,0.999663,"{""0"": 0.999663, ""1"": 0.00022, ""2"": 7.5e-05, ""3"": 4.3e-05}",329
paper930,0,0.831376,"{""0"": 0.831376, ""1"": 0.080437, ""2"": 0.088143, ""3"": 4.4e-05}",330
paper931,0,0.820413,"{""0"": 0.820413, ""1"": 0.097473, ""2"": 0.082074, ""3"": 4.1e-05}",346
paper932,0,0.999589,"{""0"": 0.999589, ""1"": 0.000268, ""2"": 9.1e-05, ""3"": 5.2e-05}",268
paper933,0,0.99971,"{""0"": 0.99971, ""1"": 0.000189, ""2"": 6.4e-05, ""3"": 3.7e-05}",406
paper934,0,0.999629,"{""0"": 0.999629, ""1"": 0.000241, ""2"": 8.2e-05, ""3"": 4.7e-05}",308
paper935,0,0.999572,"{""0"": 0.999572, ""1"": 0.000279, ""2"": 9.5e-05, ""3"": 5.4e-05}",252
paper936,0,0.999631,"{""0"": 0.999631, ""1"": 0.00024, ""2"": 8.2e-05, ""3"": 4.7e-05}",308
paper937,0,0.999325,"{""0"": 0.999325, ""1"": 0.00044, ""2"": 0.00015, ""3"": 8.6e-05}",180
paper938,0,0.99957,"{""0"": 0.99957, ""1"": 0.00028, ""2"": 9.5e-05, ""3"": 5.5e-05}",284
paper939,0,0.999215,"{""0"": 0.999215, ""1"": 0.000511, ""2"": 0.000174, ""3"": 0.0001}",134
paper94,0,0.99946,"{""0"": 0.99946, ""1"": 0.000352, ""2"": 0.00012, ""3"": 6.9e-05}",208
paper940,0,0.999869,"{""0"": 0.999869, ""1"": 8.6e-05, ""2"": 2.9e-05, ""3"": 1.7e-05}",962
paper941,0,0.999656,"{""0"": 0.999656, ""1"": 0.000224, ""2"": 7.6e-05, ""3"": 4.4e-05}",344
paper942,0,0.999659,"{""0"": 0.999659, ""1"": 0.000222, ""2"": 7.5e-05, ""3"": 4.3e-05}",318
paper943,0,0.898096,"{""0"": 0.898096, ""1"": 0.101757, ""2"": 9.3e-05, ""3"": 5.3e-05}",262
paper944,0,0.999548,"{""0"": 0.999548, ""1"": 0.000294, ""2"": 0.0001, ""3"": 5.7e-05}",267
paper945,0,0.999539,"{""0"": 0.999539, ""1"": 0.0003, ""2"": 0.000102, ""3"": 5.9e-05}",263
paper946,0,0.999592,"{""0"": 0.999592, ""1"": 0.000266, ""2"": 9e-05, ""3"": 5.2e-05}",285
paper947,0,0.999604,"{""0"": 0.999604, ""1"": 0.000258, ""2"": 8.8e-05, ""3"": 5e-05}",273
paper948,0,0.999227,"{""0"": 0.999227, ""1"": 0.000503, ""2"": 0.000171, ""3"": 9.8e-05}",148
paper949,0,0.985517,"{""0"": 0.985517, ""1"": 0.014371, ""2"": 7.1e-05, ""3"": 4.1e-05}",377
paper95,0,0.999463,"{""0"": 0.999463, ""1"": 0.00035, ""2"": 0.000119, ""3"": 6.8e-05}",250
paper950,0,0.999675,"{""0"": 0.999675, ""1"": 0.000211, ""2"": 7.2e-05, ""3"": 4.1e-05}",360
paper951,0,0.999737,"{""0"": 0.999737, ""1"": 0.000171, ""2"": 5.8e-05, ""3"": 3.3e-05}",449
paper952,0,0.886827,"{""0"": 0.886827, ""1"": 0.113056, ""2"": 7.5e-05, ""3"": 4.3e-05}",352
paper953,0,0.999688,"{""0"": 0.999688, ""1"": 0.000203, ""2"": 6.9e-05, ""3"": 4e-05}",378
paper954,0,0.974159,"{""0"": 0.974159, ""1"": 0.000151, ""2"": 5.1e-05, ""3"": 0.025638}",498
paper955,0,0.902977,"{""0"": 0.902977, ""1"": 0.023658, ""2"": 0.010665, ""3"": 0.0627}",635
paper956,0,0.99955,"{""0"": 0.99955, ""1"": 0.000293, ""2"": 0.0001, ""3"": 5.7e-05}",260
paper957,0,0.999599,"{""0"": 0.999599, ""1"": 0.000261, ""2"": 8.9e-05, ""3"": 5.1e-05}",300
paper958,0,0.951003,"{""0"": 0.951003, ""1"": 0.048916, ""2"": 5.2e-05, ""3"": 3e-05}",485
paper959,0,0.942493,"{""0"": 0.942493, ""1"": 0.000241, ""2"": 0.057219, ""3"": 4.7e-05}",305
paper96,0,0.983323,"{""0"": 0.983323, ""1"": 0.016556, ""2"": 7.7e-05, ""3"": 4.4e-05}",358
paper960,0,0.999782,"{""0"": 0.999782, ""1"": 0.000142, ""2"": 4.8e-05, ""3"": 2.8e-05}",510
paper961,0,0.999639,"{""0"": 0.999639, ""1"": 0.000235, ""2"": 8e-05, ""3"": 4.6e-05}",344
paper962,0,0.954734,"{""0"": 0.954734, ""1"": 0.045148, ""2"": 7.5e-05, ""3"": 4.3e-05}",323
paper963,0,0.999723,"{""0"": 0.999723, ""1"": 0.000181, ""2"": 6.1e-05, ""3"": 3.5e-05}",413
paper964,0,0.914911,"{""0"": 0.914911, ""1"": 0.084941, ""2"": 9.4e-05, ""3"": 5.4e-05}",250
paper965,0,0.990555,"{""0"": 0.990555, ""1"": 0.009309, ""2"": 8.6e-05, ""3"": 5e-05}",305
paper966,0,0.913668,"{""0"": 0.913668, ""1"": 0.086212, ""2"": 7.6e-05, ""3"": 4.4e-05}",336
paper967,0,0.969248,"{""0"": 0.969248, ""1"": 0.030637, ""2"": 7.3e-05, ""3"": 4.2e-05}",350
paper968,0,0.884016,"{""0"": 0.884016, ""1"": 0.111796, ""2"": 0.004157, ""3"": 3.1e-05}",469
paper969,0,0.999448,"{""0"": 0.999448, ""1"": 0.00036, ""2"": 0.000122, ""3"": 7e-05}",200
paper97,0,0.566283,"{""0"": 0.566283, ""1"": 0.131638, ""2"": 0.301801, ""3"": 0.000278}",59
paper970,0,0.999701,"{""0"": 0.999701, ""1"": 0.000194, ""2"": 6.6e-05, ""3"": 3.8e-05}",387
paper971,0,0.999411,"{""0"": 0.999411, ""1"": 0.000384, ""2"": 0.000131, ""3"": 7.5e-05}",195
paper972,0,0.989488,"{""0"": 0.989488, ""1"": 0.000193, ""2"": 6.6e-05, ""3"": 0.010253}",387
paper973,0,0.810615,"{""0"": 0.810615, ""1"": 0.189202, ""2"": 0.000116, ""3"": 6.6e-05}",218
paper974,0,0.99972,"{""0"": 0.99972, ""1"": 0.000183, ""2"": 6.2e-05, ""3"": 3.6e-05}",388
paper975,0,0.999531,"{""0"": 0.999531, ""1"": 0.000306, ""2"": 0.000104, ""3"": 6e-05}",239
paper976,0,0.99971,"{""0"": 0.99971, ""1"": 0.000189, ""2"": 6.4e-05, ""3"": 3.7e-05}",384
paper977,0,0.968816,"{""0"": 0.968816, ""1"": 0.031073, ""2"": 7e-05, ""3"": 4e-05}",346
paper978,0,0.999747,"{""0"": 0.999747, ""1"": 0.000165, ""2"": 5.6e-05, ""3"": 3.2e-05}",451
paper979,0,0.955569,"{""0"": 0.955569, ""1"": 0.044309, ""2"": 7.8e-05, ""3"": 4.5e-05}",335
paper98,0,0.999716,"{""0"": 0.999716, ""1"": 0.000185, ""2"": 6.3e-05, ""3"": 3.6e-05}",393
paper980,0,0.999587,"{""0"": 0.999587, ""1"": 0.000269, ""2"": 9.2e-05, ""3"": 5.3e-05}",283
paper981,0,0.973923,"{""0"": 0.973923, ""1"": 0.025992, ""2"": 5.4e-05, ""3"": 3.1e-05}",468
paper982,0,0.990613,"{""0"": 0.990613, ""1"": 0.000137, ""2"": 0.009223, ""3"": 2.7e-05}",548
paper983,0,0.999269,"{""0"": 0.999269, ""1"": 0.000476, ""2"": 0.000162, ""3"": 9.3e-05}",165
paper984,0,0.770275,"{""0"": 0.770275, ""1"": 0.229613, ""2"": 7.1e-05, ""3"": 4.1e-05}",350
paper985,0,0.953124,"{""0"": 0.953124, ""1"": 3.3e-05, ""2"": 0.046836, ""3"": 6e-06}",2131
