document_id,dominant_topic,dominant_probability,topic_distribution,token_count
elsevier_paper_859,0,0.983648,"{""0"": 0.983648, ""1"": 0.01626, ""2"": 5.9e-05, ""3"": 3.4e-05}",424
elsevier_paper_86,0,0.999679,"{""0"": 0.999679, ""1"": 0.000209, ""2"": 7.1e-05, ""3"": 4.1e-05}",382
elsevier_paper_861,0,0.999987,"{""0"": 0.999987, ""1"": 9e-06, ""2"": 3e-06, ""3"": 2e-06}",9217
elsevier_paper_867,0,0.439066,"{""0"": 0.439066, ""1"": 0.304363, ""2"": 0.113278, ""3"": 0.143293}",5666
elsevier_paper_869,3,0.572089,"{""0"": 0.000255, ""1"": 1.1e-05, ""2"": 0.427644, ""3"": 0.572089}",5485
elsevier_paper_870,0,0.99961,"{""0"": 0.99961, ""1"": 0.000254, ""2"": 8.6e-05, ""3"": 5e-05}",295
elsevier_paper_872,0,0.999773,"{""0"": 0.999773, ""1"": 0.000148, ""2"": 5e-05, ""3"": 2.9e-05}",510
elsevier_paper_873,0,0.999619,"{""0"": 0.999619, ""1"": 0.000248, ""2"": 8.4e-05, ""3"": 4.8e-05}",340
elsevier_paper_883,0,0.999763,"{""0"": 0.999763, ""1"": 0.000154, ""2"": 5.2e-05, ""3"": 3e-05}",500
elsevier_paper_884,0,0.927572,"{""0"": 0.927572, ""1"": 0.000159, ""2"": 0.072238, ""3"": 3.1e-05}",451
elsevier_paper_888,0,0.798121,"{""0"": 0.798121, ""1"": 0.049232, ""2"": 9e-05, ""3"": 0.152557}",320
elsevier_paper_894,0,0.999709,"{""0"": 0.999709, ""1"": 0.000189, ""2"": 6.4e-05, ""3"": 3.7e-05}",453
elsevier_paper_897,0,0.999741,"{""0"": 0.999741, ""1"": 0.000169, ""2"": 5.7e-05, ""3"": 3.3e-05}",463
elsevier_paper_898,0,0.948213,"{""0"": 0.948213, ""1"": 0.02566, ""2"": 0.026083, ""3"": 4.4e-05}",301
elsevier_paper_906,0,0.850742,"{""0"": 0.850742, ""1"": 0.149185, ""2"": 4.6e-05, ""3"": 2.7e-05}",586
elsevier_paper_908,1,0.587565,"{""0"": 0.001379, ""1"": 0.587565, ""2"": 0.027959, ""3"": 0.383096}",5888
elsevier_paper_910,0,0.936484,"{""0"": 0.936484, ""1"": 0.063436, ""2"": 5e-05, ""3"": 2.9e-05}",487
elsevier_paper_911,0,0.999787,"{""0"": 0.999787, ""1"": 0.000139, ""2"": 4.7e-05, ""3"": 2.7e-05}",546
elsevier_paper_912,0,0.999619,"{""0"": 0.999619, ""1"": 0.000248, ""2"": 8.4e-05, ""3"": 4.8e-05}",324
elsevier_paper_916,0,0.928682,"{""0"": 0.928682, ""1"": 0.071254, ""2"": 4e-05, ""3"": 2.3e-05}",666
elsevier_paper_922,0,0.826516,"{""0"": 0.826516, ""1"": 0.126391, ""2"": 0.047047, ""3"": 4.5e-05}",1589
elsevier_paper_923,0,0.999587,"{""0"": 0.999587, ""1"": 0.000269, ""2"": 9.2e-05, ""3"": 5.3e-05}",303
elsevier_paper_925,0,0.832318,"{""0"": 0.832318, ""1"": 0.11175, ""2"": 0.055899, ""3"": 3.3e-05}",419
elsevier_paper_926,0,0.729254,"{""0"": 0.729254, ""1"": 0.27067, ""2"": 4.8e-05, ""3"": 2.8e-05}",526
elsevier_paper_927,0,0.999694,"{""0"": 0.999694, ""1"": 0.000199, ""2"": 6.8e-05, ""3"": 3.9e-05}",394
elsevier_paper_93,0,0.477281,"{""0"": 0.477281, ""1"": 0.099406, ""2"": 0.422849, ""3"": 0.000464}",10731
elsevier_paper_934,0,0.917147,"{""0"": 0.917147, ""1"": 0.082771, ""2"": 5.2e-05, ""3"": 3e-05}",1717
elsevier_paper_94,0,0.999507,"{""0"": 0.999507, ""1"": 0.000321, ""2"": 0.000109, ""3"": 6.3e-05}",226
elsevier_paper_941,0,0.922361,"{""0"": 0.922361, ""1"": 0.013024, ""2"": 0.064588, ""3"": 2.7e-05}",562
elsevier_paper_95,3,0.537696,"{""0"": 0.005628, ""1"": 0.252207, ""2"": 0.204469, ""3"": 0.537696}",4982
elsevier_paper_952,2,0.881761,"{""0"": 0.0536, ""1"": 0.000135, ""2"": 0.881761, ""3"": 0.064504}",813
elsevier_paper_955,0,0.999749,"{""0"": 0.999749, ""1"": 0.000164, ""2"": 5.6e-05, ""3"": 3.2e-05}",447
elsevier_paper_959,3,0.677456,"{""0"": 0.059362, ""1"": 1.8e-05, ""2"": 0.263164, ""3"": 0.677456}",4373
elsevier_paper_96,0,0.99971,"{""0"": 0.99971, ""1"": 0.000189, ""2"": 6.4e-05, ""3"": 3.7e-05}",419
elsevier_paper_961,0,0.999825,"{""0"": 0.999825, ""1"": 0.000114, ""2"": 3.9e-05, ""3"": 2.2e-05}",719
elsevier_paper_964,0,0.992575,"{""0"": 0.992575, ""1"": 0.007337, ""2"": 5.6e-05, ""3"": 3.2e-05}",476
elsevier_paper_967,0,0.94343,"{""0"": 0.94343, ""1"": 0.056334, ""2"": 0.00015, ""3"": 8.6e-05}",167
elsevier_paper_968,0,0.841466,"{""0"": 0.841466, ""1"": 0.13071, ""2"": 0.015572, ""3"": 0.012252}",1359
elsevier_paper_97,0,0.989092,"{""0"": 0.989092, ""1"": 0.000129, ""2"": 4.4e-05, ""3"": 0.010735}",626
elsevier_paper_973,0,0.986509,"{""0"": 0.986509, ""1"": 0.013372, ""2"": 7.6e-05, ""3"": 4.3e-05}",321
elsevier_paper_976,0,0.729451,"{""0"": 0.729451, ""1"": 0.270406, ""2"": 9.1e-05, ""3"": 5.3e-05}",296
elsevier_paper_983,0,0.999707,"{""0"": 0.999707, ""1"": 0.000191, ""2"": 6.5e-05, ""3"": 3.7e-05}",424
elsevier_paper_986,0,0.999717,"{""0"": 0.999717, ""1"": 0.000184, ""2"": 6.3e-05, ""3"": 3.6e-05}",403
elsevier_paper_987,0,0.952571,"{""0"": 0.952571, ""1"": 0.047367, ""2"": 3.9e-05, ""3"": 2.3e-05}",1443
elsevier_paper_988,0,0.965749,"{""0"": 0.965749, ""1"": 0.010543, ""2"": 0.023658, ""3"": 5e-05}",288
elsevier_paper_989,0,0.99971,"{""0"": 0.99971, ""1"": 0.000189, ""2"": 6.4e-05, ""3"": 3.7e-05}",404
elsevier_paper_99,0,0.881386,"{""0"": 0.881386, ""1"": 0.000164, ""2"": 5.6e-05, ""3"": 0.118394}",441
elsevier_paper_990,0,0.986563,"{""0"": 0.986563, ""1"": 0.013297, ""2"": 8.9e-05, ""3"": 5.1e-05}",295
md_1,0,0.995791,"{""0"": 0.995791, ""1"": 0.004117, ""2"": 5.8e-05, ""3"": 3.4e-05}",414
md_10,0,0.999636,"{""0"": 0.999636, ""1"": 0.000237, ""2"": 8.1e-05, ""3"": 4.6e-05}",332
md_11,0,0.991866,"{""0"": 0.991866, ""1"": 0.00801, ""2"": 7.9e-05, ""3"": 4.5e-05}",341
md_12,0,0.82755,"{""0"": 0.82755, ""1"": 0.172329, ""2"": 7.7e-05, ""3"": 4.4e-05}",348
md_13,0,0.899892,"{""0"": 0.899892, ""1"": 0.099986, ""2"": 7.7e-05, ""3"": 4.4e-05}",318
md_14,0,0.99971,"{""0"": 0.99971, ""1"": 0.000189, ""2"": 6.4e-05, ""3"": 3.7e-05}",373
md_15,0,0.936234,"{""0"": 0.936234, ""1"": 0.06367, ""2"": 6e-05, ""3"": 3.5e-05}",432
md_16,0,0.999748,"{""0"": 0.999748, ""1"": 0.000164, ""2"": 5.6e-05, ""3"": 3.2e-05}",488
md_17,0,0.988305,"{""0"": 0.988305, ""1"": 0.000164, ""2"": 0.011499, ""3"": 3.2e-05}",461
md_18,0,0.884569,"{""0"": 0.884569, ""1"": 0.115349, ""2"": 5.2e-05, ""3"": 3e-05}",523
md_19,0,0.999594,"{""0"": 0.999594, ""1"": 0.000265, ""2"": 9e-05, ""3"": 5.2e-05}",310
md_2,0,0.999583,"{""0"": 0.999583, ""1"": 0.000272, ""2"": 9.2e-05, ""3"": 5.3e-05}",283
md_20,0,0.959699,"{""0"": 0.959699, ""1"": 0.040181, ""2"": 7.7e-05, ""3"": 4.4e-05}",340
md_21,0,0.990353,"{""0"": 0.990353, ""1"": 0.000212, ""2"": 0.009393, ""3"": 4.1e-05}",381
md_22,0,0.99957,"{""0"": 0.99957, ""1"": 0.00028, ""2"": 9.5e-05, ""3"": 5.5e-05}",254
md_23,0,0.999738,"{""0"": 0.999738, ""1"": 0.000171, ""2"": 5.8e-05, ""3"": 3.3e-05}",477
md_24,0,0.999457,"{""0"": 0.999457, ""1"": 0.000354, ""2"": 0.00012, ""3"": 6.9e-05}",237
md_25,0,0.999662,"{""0"": 0.999662, ""1"": 0.00022, ""2"": 7.5e-05, ""3"": 4.3e-05}",348
md_26,0,0.959083,"{""0"": 0.959083, ""1"": 0.040766, ""2"": 9.6e-05, ""3"": 5.5e-05}",304
md_27,0,0.999681,"{""0"": 0.999681, ""1"": 0.000208, ""2"": 7.1e-05, ""3"": 4.1e-05}",359
md_28,0,0.901098,"{""0"": 0.901098, ""1"": 0.098805, ""2"": 6.2e-05, ""3"": 3.5e-05}",429
md_29,0,0.848653,"{""0"": 0.848653, ""1"": 0.151219, ""2"": 8.2e-05, ""3"": 4.7e-05}",350
md_3,0,0.999725,"{""0"": 0.999725, ""1"": 0.000179, ""2"": 6.1e-05, ""3"": 3.5e-05}",417
md_30,0,0.884791,"{""0"": 0.884791, ""1"": 0.082259, ""2"": 6e-05, ""3"": 0.03289}",441
md_31,0,0.988192,"{""0"": 0.988192, ""1"": 0.000204, ""2"": 0.011564, ""3"": 4e-05}",358
md_32,0,0.999773,"{""0"": 0.999773, ""1"": 0.000148, ""2"": 5e-05, ""3"": 2.9e-05}",492
md_33,0,0.918924,"{""0"": 0.918924, ""1"": 0.080968, ""2"": 6.8e-05, ""3"": 3.9e-05}",391
md_34,0,0.99978,"{""0"": 0.99978, ""1"": 0.000143, ""2"": 4.9e-05, ""3"": 2.8e-05}",525
md_35,0,0.978627,"{""0"": 0.978627, ""1"": 0.003564, ""2"": 8.1e-05, ""3"": 0.017727}",342
md_36,0,0.794855,"{""0"": 0.794855, ""1"": 0.138996, ""2"": 0.0661, ""3"": 4.8e-05}",325
md_37,0,0.888022,"{""0"": 0.888022, ""1"": 0.099184, ""2"": 0.012749, ""3"": 4.5e-05}",364
md_38,0,0.962976,"{""0"": 0.962976, ""1"": 0.000219, ""2"": 0.036762, ""3"": 4.3e-05}",351
md_39,0,0.918347,"{""0"": 0.918347, ""1"": 0.032986, ""2"": 0.04862, ""3"": 4.6e-05}",330
md_4,0,0.868696,"{""0"": 0.868696, ""1"": 0.077625, ""2"": 0.05364, ""3"": 3.9e-05}",378
md_40,0,0.928425,"{""0"": 0.928425, ""1"": 0.000318, ""2"": 0.071195, ""3"": 6.2e-05}",1481
md_41,0,0.999677,"{""0"": 0.999677, ""1"": 0.00021, ""2"": 7.1e-05, ""3"": 4.1e-05}",368
md_42,0,0.947144,"{""0"": 0.947144, ""1"": 0.052742, ""2"": 7.3e-05, ""3"": 4.2e-05}",367
md_43,0,0.896191,"{""0"": 0.896191, ""1"": 0.000202, ""2"": 0.103568, ""3"": 3.9e-05}",404
md_44,0,0.785822,"{""0"": 0.785822, ""1"": 0.214107, ""2"": 4.6e-05, ""3"": 2.6e-05}",551
md_45,0,0.999696,"{""0"": 0.999696, ""1"": 0.000198, ""2"": 6.7e-05, ""3"": 3.9e-05}",439
md_46,0,0.733071,"{""0"": 0.733071, ""1"": 0.228876, ""2"": 0.0337, ""3"": 0.004353}",1049
md_47,0,0.971233,"{""0"": 0.971233, ""1"": 0.020302, ""2"": 0.008404, ""3"": 6.2e-05}",288
md_48,0,0.979481,"{""0"": 0.979481, ""1"": 0.02042, ""2"": 6.3e-05, ""3"": 3.6e-05}",433
md_49,0,0.93924,"{""0"": 0.93924, ""1"": 0.060665, ""2"": 6e-05, ""3"": 3.5e-05}",465
md_5,0,0.876727,"{""0"": 0.876727, ""1"": 0.013709, ""2"": 7.7e-05, ""3"": 0.109488}",318
md_50,0,0.999756,"{""0"": 0.999756, ""1"": 0.000159, ""2"": 5.4e-05, ""3"": 3.1e-05}",489
md_51,0,0.999666,"{""0"": 0.999666, ""1"": 0.000217, ""2"": 7.4e-05, ""3"": 4.2e-05}",345
md_52,0,0.995382,"{""0"": 0.995382, ""1"": 0.000203, ""2"": 0.004375, ""3"": 4e-05}",376
md_53,0,0.999763,"{""0"": 0.999763, ""1"": 0.000154, ""2"": 5.2e-05, ""3"": 3e-05}",536
md_54,0,0.999647,"{""0"": 0.999647, ""1"": 0.00023, ""2"": 7.8e-05, ""3"": 4.5e-05}",331
md_55,0,0.999428,"{""0"": 0.999428, ""1"": 0.000373, ""2"": 0.000127, ""3"": 7.3e-05}",246
md_6,0,0.960071,"{""0"": 0.960071, ""1"": 0.039796, ""2"": 8.4e-05, ""3"": 4.8e-05}",1661
md_7,0,0.999656,"{""0"": 0.999656, ""1"": 0.000224, ""2"": 7.6e-05, ""3"": 4.4e-05}",339
md_8,0,0.979948,"{""0"": 0.979948, ""1"": 0.019968, ""2"": 5.3e-05, ""3"": 3e-05}",483
md_9,0,0.999878,"{""0"": 0.999878, ""1"": 8e-05, ""2"": 2.7e-05, ""3"": 1.6e-05}",885
paper1,0,0.927686,"{""0"": 0.927686, ""1"": 0.072194, ""2"": 7.7e-05, ""3"": 4.4e-05}",326
paper100,0,0.955217,"{""0"": 0.955217, ""1"": 0.044634, ""2"": 9.5e-05, ""3"": 5.4e-05}",287
paper1000,0,0.93735,"{""0"": 0.93735, ""1"": 0.048183, ""2"": 0.000101, ""3"": 0.014366}",310
paper1001,0,0.99936,"{""0"": 0.99936, ""1"": 0.000417, ""2"": 0.000142, ""3"": 8.1e-05}",198
paper1002,0,0.999499,"{""0"": 0.999499, ""1"": 0.000326, ""2"": 0.000111, ""3"": 6.4e-05}",246
paper1003,0,0.955061,"{""0"": 0.955061, ""1"": 0.000248, ""2"": 0.044643, ""3"": 4.8e-05}",311
paper1004,0,0.899432,"{""0"": 0.899432, ""1"": 0.100357, ""2"": 0.000134, ""3"": 7.7e-05}",202
paper1005,0,0.861967,"{""0"": 0.861967, ""1"": 0.137895, ""2"": 8.8e-05, ""3"": 5e-05}",291
paper1006,0,0.999673,"{""0"": 0.999673, ""1"": 0.000213, ""2"": 7.2e-05, ""3"": 4.2e-05}",386
paper1007,0,0.97528,"{""0"": 0.97528, ""1"": 0.024569, ""2"": 9.6e-05, ""3"": 5.5e-05}",275
paper1008,0,0.894961,"{""0"": 0.894961, ""1"": 0.104909, ""2"": 8.2e-05, ""3"": 4.7e-05}",318
paper1009,0,0.999709,"{""0"": 0.999709, ""1"": 0.000189, ""2"": 6.4e-05, ""3"": 3.7e-05}",390
paper101,0,0.954603,"{""0"": 0.954603, ""1"": 0.045233, ""2"": 0.000104, ""3"": 6e-05}",285
paper1010,0,0.999681,"{""0"": 0.999681, ""1"": 0.000208, ""2"": 7.1e-05, ""3"": 4.1e-05}",730
paper1011,0,0.99965,"{""0"": 0.99965, ""1"": 0.000228, ""2"": 7.8e-05, ""3"": 4.5e-05}",328
paper1012,0,0.88622,"{""0"": 0.88622, ""1"": 0.105918, ""2"": 0.00782, ""3"": 4.2e-05}",368
paper1013,0,0.999721,"{""0"": 0.999721, ""1"": 0.000182, ""2"": 6.2e-05, ""3"": 3.5e-05}",413
paper1014,0,0.999673,"{""0"": 0.999673, ""1"": 0.000213, ""2"": 7.2e-05, ""3"": 4.2e-05}",414
paper1015,0,0.990501,"{""0"": 0.990501, ""1"": 0.009412, ""2"": 5.5e-05, ""3"": 3.2e-05}",465
paper1016,0,0.962025,"{""0"": 0.962025, ""1"": 0.037866, ""2"": 6.9e-05, ""3"": 4e-05}",360
paper1017,0,0.999832,"{""0"": 0.999832, ""1"": 0.000109, ""2"": 3.7e-05, ""3"": 2.1e-05}",1402
paper1018,0,0.999594,"{""0"": 0.999594, ""1"": 0.000265, ""2"": 9e-05, ""3"": 5.2e-05}",284
paper1019,0,0.999648,"{""0"": 0.999648, ""1"": 0.000229, ""2"": 7.8e-05, ""3"": 4.5e-05}",347
paper102,0,0.953677,"{""0"": 0.953677, ""1"": 0.046224, ""2"": 6.3e-05, ""3"": 3.6e-05}",381
paper1020,0,0.950074,"{""0"": 0.950074, ""1"": 0.049817, ""2"": 7e-05, ""3"": 4e-05}",353
paper1021,0,0.999521,"{""0"": 0.999521, ""1"": 0.000312, ""2"": 0.000106, ""3"": 6.1e-05}",233
paper1022,0,0.999631,"{""0"": 0.999631, ""1"": 0.00024, ""2"": 8.2e-05, ""3"": 4.7e-05}",334
paper1023,0,0.999634,"{""0"": 0.999634, ""1"": 0.000239, ""2"": 8.1e-05, ""3"": 4.7e-05}",294
paper1024,0,0.999585,"{""0"": 0.999585, ""1"": 0.00027, ""2"": 9.2e-05, ""3"": 5.3e-05}",280
paper1025,0,0.999714,"{""0"": 0.999714, ""1"": 0.000186, ""2"": 6.3e-05, ""3"": 3.6e-05}",408
paper1026,0,0.999656,"{""0"": 0.999656, ""1"": 0.000224, ""2"": 7.6e-05, ""3"": 4.4e-05}",360
paper1027,0,0.999616,"{""0"": 0.999616, ""1"": 0.00025, ""2"": 8.5e-05, ""3"": 4.9e-05}",293
paper1028,0,0.840839,"{""0"": 0.840839, ""1"": 0.126063, ""2"": 0.033045, ""3"": 5.3e-05}",286
paper1029,0,0.999594,"{""0"": 0.999594, ""1"": 0.000265, ""2"": 9e-05, ""3"": 5.2e-05}",286
paper103,0,0.92027,"{""0"": 0.92027, ""1"": 0.079544, ""2"": 0.000118, ""3"": 6.8e-05}",224
paper1030,0,0.999592,"{""0"": 0.999592, ""1"": 0.000266, ""2"": 9e-05, ""3"": 5.2e-05}",287
paper1031,0,0.999463,"{""0"": 0.999463, ""1"": 0.00035, ""2"": 0.000119, ""3"": 6.8e-05}",229
paper1032,0,0.999728,"{""0"": 0.999728, ""1"": 0.000177, ""2"": 6e-05, ""3"": 3.5e-05}",433
paper1033,0,0.999691,"{""0"": 0.999691, ""1"": 0.000201, ""2"": 6.8e-05, ""3"": 3.9e-05}",364
paper1034,0,0.999625,"{""0"": 0.999625, ""1"": 0.000244, ""2"": 8.3e-05, ""3"": 4.8e-05}",332
paper1035,0,0.99975,"{""0"": 0.99975, ""1"": 0.000163, ""2"": 5.5e-05, ""3"": 3.2e-05}",440
paper1036,0,0.999733,"{""0"": 0.999733, ""1"": 0.000174, ""2"": 5.9e-05, ""3"": 3.4e-05}",421
paper1037,0,0.81214,"{""0"": 0.81214, ""1"": 0.187724, ""2"": 8.6e-05, ""3"": 5e-05}",292
paper1038,0,0.999635,"{""0"": 0.999635, ""1"": 0.000238, ""2"": 8.1e-05, ""3"": 4.6e-05}",322
paper1039,0,0.999548,"{""0"": 0.999548, ""1"": 0.000294, ""2"": 0.0001, ""3"": 5.7e-05}",244
paper104,0,0.922804,"{""0"": 0.922804, ""1"": 0.077084, ""2"": 7.1e-05, ""3"": 4.1e-05}",364
paper1040,0,0.99991,"{""0"": 0.99991, ""1"": 5.9e-05, ""2"": 2e-05, ""3"": 1.1e-05}",1698
paper1041,0,0.999685,"{""0"": 0.999685, ""1"": 0.000205, ""2"": 7e-05, ""3"": 4e-05}",386
paper1042,0,0.999671,"{""0"": 0.999671, ""1"": 0.000214, ""2"": 7.3e-05, ""3"": 4.2e-05}",339
paper1043,0,0.999658,"{""0"": 0.999658, ""1"": 0.000223, ""2"": 7.6e-05, ""3"": 4.4e-05}",338
paper1044,0,0.999731,"{""0"": 0.999731, ""1"": 0.000175, ""2"": 6e-05, ""3"": 3.4e-05}",441
paper1045,0,0.999753,"{""0"": 0.999753, ""1"": 0.000161, ""2"": 5.5e-05, ""3"": 3.1e-05}",430
paper1046,0,0.999727,"{""0"": 0.999727, ""1"": 0.000178, ""2"": 6.1e-05, ""3"": 3.5e-05}",422
paper1047,0,0.987696,"{""0"": 0.987696, ""1"": 0.012164, ""2"": 8.9e-05, ""3"": 5.1e-05}",283
paper1048,0,0.989164,"{""0"": 0.989164, ""1"": 0.000262, ""2"": 0.010523, ""3"": 5.1e-05}",313
paper1049,0,0.999578,"{""0"": 0.999578, ""1"": 0.000275, ""2"": 9.4e-05, ""3"": 5.4e-05}",293
paper105,0,0.8978,"{""0"": 0.8978, ""1"": 0.102062, ""2"": 8.8e-05, ""3"": 5e-05}",287
paper1050,0,0.994809,"{""0"": 0.994809, ""1"": 0.005095, ""2"": 6.1e-05, ""3"": 3.5e-05}",410
paper1051,0,0.960429,"{""0"": 0.960429, ""1"": 0.000466, ""2"": 0.039014, ""3"": 9.1e-05}",175
paper1052,0,0.980452,"{""0"": 0.980452, ""1"": 0.012745, ""2"": 0.006757, ""3"": 4.7e-05}",318
paper1053,0,0.953866,"{""0"": 0.953866, ""1"": 0.045993, ""2"": 9e-05, ""3"": 5.1e-05}",308
paper1054,0,0.999592,"{""0"": 0.999592, ""1"": 0.000266, ""2"": 9e-05, ""3"": 5.2e-05}",271
paper1055,0,0.999592,"{""0"": 0.999592, ""1"": 0.000266, ""2"": 9e-05, ""3"": 5.2e-05}",306
paper1056,0,0.999592,"{""0"": 0.999592, ""1"": 0.000266, ""2"": 9e-05, ""3"": 5.2e-05}",285
paper1057,0,0.999568,"{""0"": 0.999568, ""1"": 0.000281, ""2"": 9.6e-05, ""3"": 5.5e-05}",275
paper1058,0,0.999642,"{""0"": 0.999642, ""1"": 0.000233, ""2"": 7.9e-05, ""3"": 4.6e-05}",355
paper1059,0,0.999706,"{""0"": 0.999706, ""1"": 0.000191, ""2"": 6.5e-05, ""3"": 3.7e-05}",408
paper106,0,0.947601,"{""0"": 0.947601, ""1"": 0.052257, ""2"": 9e-05, ""3"": 5.2e-05}",351
paper1060,0,0.999542,"{""0"": 0.999542, ""1"": 0.000298, ""2"": 0.000101, ""3"": 5.8e-05}",247
paper1061,0,0.973649,"{""0"": 0.973649, ""1"": 0.016314, ""2"": 0.01001, ""3"": 2.7e-05}",537
paper1062,0,0.999705,"{""0"": 0.999705, ""1"": 0.000192, ""2"": 6.5e-05, ""3"": 3.8e-05}",377
paper1063,0,0.999574,"{""0"": 0.999574, ""1"": 0.000277, ""2"": 9.4e-05, ""3"": 5.4e-05}",286
paper1064,0,0.999448,"{""0"": 0.999448, ""1"": 0.00036, ""2"": 0.000122, ""3"": 7e-05}",209
paper1065,0,0.999578,"{""0"": 0.999578, ""1"": 0.000275, ""2"": 9.4e-05, ""3"": 5.4e-05}",311
paper1066,0,0.999589,"{""0"": 0.999589, ""1"": 0.000268, ""2"": 9.1e-05, ""3"": 5.2e-05}",303
paper1067,0,0.961808,"{""0"": 0.961808, ""1"": 0.000258, ""2"": 0.037884, ""3"": 5e-05}",304
paper1068,0,0.999576,"{""0"": 0.999576, ""1"": 0.000276, ""2"": 9.4e-05, ""3"": 5.4e-05}",282
paper1069,0,0.999741,"{""0"": 0.999741, ""1"": 0.000169, ""2"": 5.7e-05, ""3"": 3.3e-05}",447
paper107,0,0.861436,"{""0"": 0.861436, ""1"": 0.138481, ""2"": 5.3e-05, ""3"": 3.1e-05}",505
paper1070,0,0.999707,"{""0"": 0.999707, ""1"": 0.000191, ""2"": 6.5e-05, ""3"": 3.7e-05}",422
paper1071,0,0.979446,"{""0"": 0.979446, ""1"": 0.020401, ""2"": 9.7e-05, ""3"": 5.6e-05}",246
paper1072,0,0.999686,"{""0"": 0.999686, ""1"": 0.000204, ""2"": 7e-05, ""3"": 4e-05}",366
paper1073,0,0.934892,"{""0"": 0.934892, ""1"": 0.064995, ""2"": 7.2e-05, ""3"": 4.1e-05}",350
paper1074,0,0.923423,"{""0"": 0.923423, ""1"": 0.076432, ""2"": 9.2e-05, ""3"": 5.3e-05}",280
paper1075,0,0.999725,"{""0"": 0.999725, ""1"": 0.000179, ""2"": 6.1e-05, ""3"": 3.5e-05}",407
paper1076,0,0.887031,"{""0"": 0.887031, ""1"": 0.023392, ""2"": 0.089537, ""3"": 3.9e-05}",376
paper1077,0,0.999762,"{""0"": 0.999762, ""1"": 0.000155, ""2"": 5.3e-05, ""3"": 3e-05}",490
paper1078,0,0.966311,"{""0"": 0.966311, ""1"": 0.000196, ""2"": 0.033455, ""3"": 3.8e-05}",394
paper1079,0,0.999574,"{""0"": 0.999574, ""1"": 0.000277, ""2"": 9.4e-05, ""3"": 5.4e-05}",286
paper108,0,0.999908,"{""0"": 0.999908, ""1"": 6e-05, ""2"": 2e-05, ""3"": 1.2e-05}",1091
paper1080,0,0.972415,"{""0"": 0.972415, ""1"": 0.027479, ""2"": 6.7e-05, ""3"": 3.9e-05}",390
paper1081,0,0.999486,"{""0"": 0.999486, ""1"": 0.000335, ""2"": 0.000114, ""3"": 6.5e-05}",221
paper1082,0,0.999411,"{""0"": 0.999411, ""1"": 0.000384, ""2"": 0.00013, ""3"": 7.5e-05}",209
paper1083,0,0.884424,"{""0"": 0.884424, ""1"": 0.115424, ""2"": 9.7e-05, ""3"": 5.6e-05}",261
paper1084,0,0.999507,"{""0"": 0.999507, ""1"": 0.000321, ""2"": 0.000109, ""3"": 6.3e-05}",255
paper1085,0,0.999548,"{""0"": 0.999548, ""1"": 0.000294, ""2"": 0.0001, ""3"": 5.7e-05}",276
paper1086,0,0.999552,"{""0"": 0.999552, ""1"": 0.000291, ""2"": 9.9e-05, ""3"": 5.7e-05}",241
paper1087,0,0.999643,"{""0"": 0.999643, ""1"": 0.000232, ""2"": 7.9e-05, ""3"": 4.5e-05}",325
paper1088,0,0.999559,"{""0"": 0.999559, ""1"": 0.000287, ""2"": 9.8e-05, ""3"": 5.6e-05}",276
paper1089,0,0.999712,"{""0"": 0.999712, ""1"": 0.000188, ""2"": 6.4e-05, ""3"": 3.7e-05}",385
paper109,0,0.999701,"{""0"": 0.999701, ""1"": 0.000194, ""2"": 6.6e-05, ""3"": 3.8e-05}",347
paper1090,0,0.999689,"{""0"": 0.999689, ""1"": 0.000203, ""2"": 6.9e-05, ""3"": 4e-05}",391
paper1091,0,0.999735,"{""0"": 0.999735, ""1"": 0.000173, ""2"": 5.9e-05, ""3"": 3.4e-05}",440
paper1092,0,0.99964,"{""0"": 0.99964, ""1"": 0.000234, ""2"": 8e-05, ""3"": 4.6e-05}",316
paper1093,0,0.999514,"{""0"": 0.999514, ""1"": 0.000316, ""2"": 0.000108, ""3"": 6.2e-05}",255
paper1094,0,0.99995,"{""0"": 0.99995, ""1"": 3.3e-05, ""2"": 1.1e-05, ""3"": 6e-06}",2009
paper1095,0,0.999794,"{""0"": 0.999794, ""1"": 0.000134, ""2"": 4.6e-05, ""3"": 2.6e-05}",559
paper1096,0,0.999504,"{""0"": 0.999504, ""1"": 0.000323, ""2"": 0.00011, ""3"": 6.3e-05}",224
paper1097,0,0.999691,"{""0"": 0.999691, ""1"": 0.000201, ""2"": 6.9e-05, ""3"": 3.9e-05}",386
paper1098,0,0.866086,"{""0"": 0.866086, ""1"": 0.133813, ""2"": 6.4e-05, ""3"": 3.7e-05}",387
paper1099,0,0.908896,"{""0"": 0.908896, ""1"": 0.090973, ""2"": 8.3e-05, ""3"": 4.8e-05}",309
paper110,0,0.999691,"{""0"": 0.999691, ""1"": 0.000201, ""2"": 6.8e-05, ""3"": 3.9e-05}",352
paper1100,0,0.999483,"{""0"": 0.999483, ""1"": 0.000337, ""2"": 0.000115, ""3"": 6.6e-05}",235
paper1101,0,0.944071,"{""0"": 0.944071, ""1"": 0.055784, ""2"": 9.2e-05, ""3"": 5.3e-05}",302
paper1102,0,0.965202,"{""0"": 0.965202, ""1"": 0.034699, ""2"": 6.3e-05, ""3"": 3.6e-05}",400
paper1103,0,0.999702,"{""0"": 0.999702, ""1"": 0.000194, ""2"": 6.6e-05, ""3"": 3.8e-05}",394
